,AgentBonus,Age,CustTenure,ExistingProdType,NumberOfPolicy,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,LastMonthCalls,CustCareScore,Channel_Online,Channel_Third Party Partner,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,EducationField_Engineer,EducationField_Graduate,EducationField_MBA,EducationField_Post Graduate,EducationField_Under Graduate,Gender_Male,Designation_Exe,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single,Zone_North,Zone_South,Zone_West,PaymentMethod_Monthly,PaymentMethod_Quarterly,PaymentMethod_Yearly,Clus_kmeans,Agglo_Clusters,sil_width
3216,6751,41.0,7.0,4,2.0,37506.0,1,5.0,681859.0,11,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0.10801401120008702
3217,4738,5.0,9.0,5,5.0,20598.0,0,4.0,791169.0,2,5.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2,4,0.17909093804639847
3218,2907,9.0,15.0,6,6.0,24226.0,1,1.0,383740.0,5,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,4,0.16755200804931786
3219,3426,3.0,7.0,5,6.0,22842.0,0,1.0,623587.0,6,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.11240499256955748
3220,2379,12.0,7.0,4,6.0,23789.0,0,4.0,421065.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0.052629842719919155
3221,3237,19.0,19.0,4,4.0,23120.0,1,1.0,644123.0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.10029239408638901
3222,5563,11.0,6.0,2,2.0,23181.0,0,2.0,678740.0,3,4.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4,0.08354955807872157
3223,4767,29.0,19.0,4,6.0,21668.0,0,10.0,824684.0,5,3.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.0984504385156379
3224,3813,19.0,23.0,4,6.0,23834.0,0,3.0,591083.0,8,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.1872555780128254
3225,4730,19.0,19.0,5,6.0,22523.0,0,1.0,827720.0,8,1.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,0.05639954487178733
3226,3076,15.0,6.0,2,6.0,23665.0,0,4.0,556837.0,11,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4,0.07786893283119371
3227,5443,27.0,27.0,6,6.0,23665.0,0,8.0,892644.0,1,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.12382050548953165
3228,4746,24.0,24.0,4,2.0,21574.0,0,2.0,474628.0,3,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,0.1733185492327052
3229,4806,24.0,10.0,4,2.0,20026.0,1,10.0,595974.0,1,5.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,0.1437846766307004
3230,3812,8.0,23.0,4,4.0,38115.0,0,5.0,499307.0,1,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0.02815819594760837
3231,3875,12.0,23.0,5,4.0,21526.0,0,5.0,647072.0,8,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2,4,0.191606863750958
3232,4045,20.0,16.0,5,4.0,28892.0,0,2.0,412578.0,13,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,4,0.07583421089662819
3233,4747,19.0,9.0,4,4.0,22605.0,0,11.0,811746.0,10,5.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.08237355121719596
3234,5572,33.0,33.0,4,4.0,24225.0,0,3.0,763330.0,3,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.08930027400377273
3235,3055,6.0,12.0,4,4.0,23499.0,0,3.0,433792.0,9,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,4,0.18619361233368759
3236,4361,13.0,26.0,5,2.0,24227.0,0,5.0,510221.0,10,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0.05802539832898038
3237,5767,17.0,29.0,5,4.0,26213.0,1,5.0,1049569.0,3,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,3,4,-0.06975142094442442
3238,3452,14.0,21.0,5,6.0,28763.0,0,1.0,396929.0,1,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,4,0.15903846888318016
3239,2239,9.0,4.0,4,5.0,22393.0,0,1.0,382920.0,8,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,4,0.1826349844200768
3240,5808,35.0,12.0,4,2.0,26402.0,1,15.0,993243.0,4,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,4,-0.0047629754549215865
3241,5324,32.0,21.0,4,2.0,24200.0,1,5.0,851840.0,3,5.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.032177603069050396
3242,5049,20.0,10.0,5,2.0,33659.0,0,3.0,550325.0,3,5.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0.15130181738239687
3243,2390,14.0,12.0,6,2.0,23897.0,1,1.0,341727.0,3,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.1680724264853094
3244,2222,7.0,9.0,4,2.0,22217.0,1,5.0,417680.0,4,3.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,4,0.25691299461427686
3245,2417,10.0,10.0,2,4.0,21974.0,0,1.0,377074.0,3,4.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,4,0.15318879877800334
3246,5259,32.0,11.0,4,2.0,21037.0,0,1.0,867776.0,3,3.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0.15598229495917526
3247,3918,24.0,8.0,4,6.0,20623.0,1,2.0,470204.0,4,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.10684244194131952
3248,4622,28.0,23.0,5,4.0,24326.0,0,4.0,868925.0,5,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,4,0.17452411990244251
3249,5293,32.0,21.0,4,6.0,26465.0,0,2.0,703969.0,3,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0.06958173454939669
3250,3786,15.0,8.0,2,4.0,23663.0,0,1.0,613345.0,8,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,4,0.07790761108806482
3251,5225,10.0,16.0,4,5.0,23752.0,0,8.0,867423.0,1,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.19490526140151268
3252,3836,15.0,23.0,4,5.0,34870.0,0,3.0,629055.0,3,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05532990880407846
3253,4124,16.0,4.0,5,6.0,21606.0,0,2.0,511423.0,12,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,0.08266064596575204
3254,2549,15.0,10.0,4,4.0,21240.0,0,1.0,300758.0,3,4.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0.19218876140870486
3255,5734,17.0,23.0,4,5.0,23890.0,0,9.0,980446.0,10,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.08114224538921619
3256,3071,15.0,15.0,4,5.0,20470.0,0,3.0,512774.0,4,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.11394897280142605
3257,5188,5.0,21.0,5,4.0,32423.0,1,3.0,830029.0,13,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,-0.05437945350229275
3258,3653,18.0,7.0,5,4.0,22831.0,0,4.0,536985.0,3,5.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.16268935122258663
3259,3036,9.0,3.0,2,6.0,25299.0,0,4.0,418951.0,5,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,4,0.07436383439443839
3260,6818,20.0,27.0,4,4.0,35883.0,0,3.0,784044.0,8,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,-0.0376699798933635
3261,6851,14.0,34.0,5,4.0,36060.0,0,3.0,1288063.0,12,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0.08896132464826917
3262,3686,4.0,11.0,4,2.0,23038.0,1,9.0,475504.0,8,3.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0.05615927327723749
3263,3015,6.0,18.0,4,2.0,23192.0,0,2.0,587917.0,10,5.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.10317625409105387
3264,2944,15.0,18.0,5,5.0,22644.0,1,1.0,403290.0,10,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.1731163850969798
3265,2875,14.0,6.0,4,2.0,23962.0,0,2.0,336426.0,5,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.20276760400915195
3266,3589,4.0,22.0,4,5.0,23927.0,0,1.0,441453.0,7,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.2031971728877281
3267,2393,5.0,2.0,4,2.0,23933.0,0,7.0,437974.0,3,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.09701557174625543
3268,4630,28.0,14.0,4,6.0,21044.0,1,1.0,763897.0,3,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,4,0.16759398864698105
3269,3552,18.0,18.0,5,5.0,20897.0,0,5.0,543531.0,4,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,4,0.16785763132078083
3270,4476,27.0,13.0,2,5.0,34429.0,0,3.0,720599.0,3,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.07138621402411881
3271,6429,13.0,32.0,4,4.0,33836.0,0,3.0,874322.0,1,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,-0.03142324405473339
3272,4852,24.0,15.0,4,4.0,25539.0,1,2.0,538618.0,3,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0.09520696179527924
3273,5296,32.0,16.0,4,6.0,21185.0,0,6.0,1043361.0,3,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0.0908680375801349
3274,4765,24.0,14.0,4,2.0,23825.0,1,1.0,686160.0,3,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.08618395251230293
3275,4761,10.0,19.0,4,4.0,23804.0,0,10.0,899791.0,3,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.10300866350394168
3276,2598,10.0,5.0,4,2.0,21652.0,1,4.0,316985.0,3,3.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.1167862214955966
3277,4938,30.0,15.0,5,4.0,22446.0,1,2.0,558008.0,3,4.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2,4,0.16087489777865574
3278,4135,25.0,25.0,4,4.0,21763.0,0,5.0,421767.0,1,5.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.18111938612274783
3279,3819,19.0,8.0,2,2.0,25462.0,0,1.0,443039.0,3,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,4,0.1457182902773084
3280,2956,6.0,6.0,4,4.0,21112.0,1,9.0,576358.0,8,4.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,4,0.16408775208932544
3281,2581,10.0,10.0,4,5.0,19850.0,0,3.0,397397.0,1,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.1180039660754331
3282,3154,13.0,19.0,4,2.0,21027.0,0,8.0,403718.0,8,4.0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,0.15343946351928495
3283,5279,16.0,21.0,5,5.0,21994.0,0,8.0,918469.0,3,1.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,4,0.2493558592014859
3284,3591,14.0,22.0,5,2.0,22443.0,0,9.0,438087.0,14,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.1629959899005787
3285,5868,18.0,29.0,6,2.0,21606.0,0,4.0,751104.0,1,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,4,0.13089450635620034
3286,3278,10.0,10.0,2,5.0,20485.0,0,8.0,350703.0,14,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2,4,0.1345997319009609
3287,3358,10.0,10.0,6,2.0,27982.0,0,4.0,352573.0,4,1.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.16253274686422223
3288,4491,27.0,22.0,5,2.0,21386.0,0,3.0,875757.0,8,4.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0.10619164813062457
3289,3524,21.0,21.0,4,2.0,20732.0,1,2.0,352444.0,3,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.11184586123450813
3290,3950,16.0,8.0,2,2.0,26336.0,1,12.0,414792.0,8,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,4,0.06750611895075886
3291,4210,13.0,13.0,5,2.0,23387.0,1,1.0,484111.0,5,3.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2,4,0.1582190517053139
3292,5261,26.0,21.0,4,2.0,26304.0,1,3.0,741773.0,9,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.16959108097851874
3293,3429,3.0,21.0,2,4.0,22858.0,0,1.0,562307.0,5,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2,4,0.15001223144714304
3294,3324,20.0,20.0,4,4.0,27698.0,0,8.0,432089.0,8,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,4,0.11474751827328233
3295,2143,11.0,6.0,4,4.0,21431.0,0,1.0,355755.0,3,5.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.18903347204917856
3296,2296,5.0,2.0,4,2.0,22959.0,0,2.0,355865.0,8,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0.10324080761864413
3297,2921,15.0,9.0,5,4.0,21606.0,0,2.0,379665.0,5,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,4,0.07961055895326424
3298,2201,4.0,4.0,6,4.0,20012.0,0,1.0,325795.0,1,1.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0.032216215018507674
3299,3139,6.0,19.0,6,4.0,21606.0,0,2.0,439502.0,11,5.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0.09230285083967447
3300,2491,10.0,12.0,6,4.0,20762.0,0,3.0,336344.0,3,3.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,2,4,0.1773735677822656
3301,4923,5.0,10.0,5,5.0,35161.0,0,3.0,654698.0,7,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.24952384815860829
3302,3502,21.0,11.0,4,4.0,21890.0,0,2.0,497341.0,4,1.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.1118056349791759
3303,2193,4.0,11.0,4,4.0,21934.0,0,1.0,318043.0,4,5.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0.11611667576663634
3304,4729,28.0,5.0,6,5.0,24887.0,0,4.0,718737.0,3,5.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0.028808202479007807
3305,4245,21.0,4.0,4,6.0,24973.0,1,5.0,530676.0,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.08938152859374192
3306,5367,27.0,27.0,4,6.0,22364.0,0,8.0,681655.0,3,4.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,4,0.16895811437977062
3307,2642,11.0,5.0,4,5.0,24019.0,0,1.0,285346.0,10,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0.10006035061745835
3308,3548,21.0,21.0,4,4.0,25340.0,0,5.0,670496.0,8,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.11279244419603023
3309,2771,3.0,14.0,4,2.0,21319.0,0,2.0,315948.0,9,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.10950079224193433
3310,3984,20.0,12.0,4,5.0,23435.0,0,4.0,657352.0,1,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.12117235569875792
3311,5189,26.0,26.0,4,2.0,28825.0,1,3.0,586301.0,4,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0.0771035062503341
3312,5902,12.0,24.0,5,6.0,24591.0,1,9.0,1139055.0,3,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,3,4,-0.09402024334528196
3313,6298,13.0,38.0,6,5.0,25192.0,0,8.0,1139938.0,1,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3,1,-0.04021211778988951
3314,5220,26.0,26.0,4,5.0,21752.0,0,5.0,1028435.0,3,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0.16843665920232948
3315,3317,3.0,20.0,4,2.0,23695.0,0,1.0,497595.0,5,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0.23136116957665895
3316,3490,10.0,10.0,4,2.0,24929.0,1,3.0,607270.0,9,5.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.0904390912410362
3317,7017,28.0,14.0,6,4.0,28067.0,0,4.0,1361250.0,3,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,3,4,0.03282366093040259
3318,5361,32.0,16.0,4,5.0,38290.0,0,6.0,836254.0,9,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0.1063861078939036
3319,6207,12.0,31.0,6,4.0,28213.0,0,16.0,806892.0,4,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,0.005809357887887447
3320,3280,3.0,16.0,5,6.0,23425.0,0,3.0,537838.0,8,3.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,4,0.2443879183803637
3321,4738,9.0,28.0,4,2.0,20602.0,0,1.0,772369.0,2,4.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.16880201209257356
3322,4334,22.0,26.0,5,2.0,20637.0,0,2.0,632730.0,3,5.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,0.03521968179989756
3323,3484,21.0,3.0,4,4.0,26803.0,0,6.0,376314.0,3,5.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,0.2693649329515466
3324,4380,18.0,4.0,4,2.0,21902.0,0,7.0,547550.0,5,4.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,0.18049704540258044
3325,4243,21.0,8.0,6,5.0,21217.0,0,3.0,462531.0,3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,4,0.11359304493915093
3326,2970,15.0,9.0,2,4.0,24751.0,1,2.0,564323.0,3,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4,0.0803578608506023
3327,4607,18.0,28.0,5,6.0,25597.0,0,9.0,479176.0,8,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,4,0.10576981744023707
3328,2567,8.0,15.0,2,2.0,21389.0,1,6.0,492803.0,3,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2,4,0.14351714224126355
3329,2832,11.0,14.0,4,5.0,23604.0,0,1.0,422040.0,8,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,4,0.11303956187098574
3330,5511,11.0,28.0,4,2.0,22964.0,0,7.0,881818.0,5,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,4,0.11875335039875833
3331,6755,20.0,27.0,4,6.0,27021.0,1,2.0,959246.0,1,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,4,-0.03347769382647224
3332,3767,11.0,15.0,5,5.0,20925.0,0,1.0,685503.0,6,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,4,0.17188246206137064
3333,6122,24.0,12.0,4,4.0,26618.0,0,1.0,1022397.0,1,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,4,-0.08712274038273445
3334,4319,4.0,9.0,5,6.0,20566.0,0,4.0,777395.0,1,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,4,0.2566279852143147
3335,5225,16.0,31.0,2,4.0,23751.0,0,2.0,762882.0,8,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4,0.0752568616112335
3336,2965,6.0,6.0,4,5.0,21175.0,0,1.0,453569.0,8,3.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0.24140850558322688
3337,2669,8.0,13.0,6,2.0,24268.0,1,4.0,531227.0,1,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.1668747534365364
3338,3970,4.0,16.0,5,4.0,20894.0,1,12.0,655027.0,1,5.0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,4,0.23154132603410624
3339,3183,19.0,6.0,4,5.0,21223.0,0,2.0,397931.0,5,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.19819447469917012
3340,6749,40.0,7.0,5,6.0,37495.0,0,1.0,944874.0,1,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,3,0,0.0981405067638966
3341,2151,2.0,9.0,4,5.0,21512.0,0,3.0,283958.0,8,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,0.21744719387681585
3342,2697,16.0,8.0,4,6.0,20746.0,0,7.0,318244.0,5,5.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0.10887629833815499
3343,4716,28.0,28.0,4,4.0,22458.0,1,8.0,726292.0,8,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.07797427325657048
3344,7856,47.0,16.0,5,4.0,21606.0,1,9.0,1154759.0,3,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,-0.012079805889221903
3345,3079,9.0,18.0,4,2.0,21996.0,0,7.0,409566.0,9,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.1066126124751835
3346,5877,18.0,24.0,6,2.0,24486.0,0,9.0,869743.0,3,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,0.08185516680459914
3347,2959,12.0,3.0,4,5.0,21136.0,0,4.0,396511.0,1,5.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0.1250184308038444
